quality_score,wine_type,alcohol,citric_acid,density,ph,residual_sugar,total_sulfur_dioxide,fixed_acidity
5.87,white,9.2,0.34,0.99449,3.23,6.4,99.0,5.1
7.72,white,11.0,0.41,0.9951,3.06,2.3,145.0,9.5
6.11,white,9.5,0.29,0.9962,3.13,10.1,105.0,7.4
7.31,white,10.7,0.34,0.99216,3.29,1.4,184.0,6.5
9.03,red,10.0,0.66,1.0022,3.07,5.8,42.0,12.8
7.74,white,10.3,0.49,0.9932,3.03,1.5,122.0,8.5
7.09,red,9.6,0.39,0.9986,2.89,2.2,32.0,10.7
7.43,white,12.8,0.29,0.98902,3.04,2.0,96.0,6.3
6.32,red,9.2,0.1,0.99672,3.35,1.8,56.0,7.3
5.7,white,9.3,0.34,0.99542,3.11,6.6,156.0,6.7
6.47,white,10.3,0.33,0.99239,2.83,1.2,95.0,8.6
7.54,red,10.2,0.3,0.9958,3.26,2.0,62.0,8.0
6.49,white,9.7,0.39,0.99794,3.31,12.1,248.0,6.7
7.63,white,11.2,0.46,0.9932,3.19,3.8,187.0,7.2
5.46,white,9.3,0.3,0.9958,3.1,8.1,150.0,6.3
6.36,white,9.1,0.51,0.9987,3.09,15.3,171.0,7.9
7.6,white,10.6,0.34,0.99366,3.24,1.2,167.0,8.2
7.11,white,10.1,0.4,0.9925,3.09,1.7,60.0,6.4
5.98,white,9.1,0.56,0.998,2.98,14.5,159.0,6.4
5.9,white,9.5,0.27,0.99422,3.08,4.6,98.0,7.6
7.38,white,12.4,0.25,0.99171,3.27,5.0,138.0,6.4
6.11,white,9.4,0.42,0.99562,3.14,8.2,196.0,6.6
5.99,white,10.5,0.0,0.9936,3.32,5.6,31.0,5.9
8.3,white,13.4,0.33,0.98988,3.23,3.95,81.0,6.8
6.44,white,9.7,0.26,0.99245,3.12,1.2,97.0,7.4
8.08,red,9.8,0.49,0.9979,3.38,2.3,133.0,8.2
5.22,white,9.5,0.23,0.9952,3.14,7.2,220.0,6.7
5.55,white,9.4,0.23,0.9954,3.04,5.7,104.0,7.0
8.14,red,11.2,0.23,0.99438,3.4,2.0,22.0,6.9
9.82,red,10.9,0.63,0.99974,3.21,2.2,23.0,11.7
6.55,white,9.5,0.71,0.99784,2.85,17.5,114.0,6.8
7.74,red,11.5,0.03,0.99508,3.45,2.3,16.0,6.9
7.15,white,10.8,0.31,0.99324,3.31,4.5,124.0,5.8
7.49,white,13.0,0.36,0.99313,2.95,11.1,132.0,8.4
6.98,red,9.6,0.22,0.9976,3.18,2.2,48.0,9.1
8.55,white,13.13333333,0.4,0.9891,3.24,1.7,82.0,6.0
7.48,white,12.8,0.32,0.99158,3.12,7.75,114.0,7.0
6.85,white,12.0,0.31,0.99216,2.98,9.1,140.0,7.0
7.13,red,9.6,0.2,0.998,3.34,2.8,58.0,8.5
7.02,red,9.0,0.33,0.99706,3.41,1.9,85.0,7.6
8.02,white,12.5,0.29,0.99,3.25,2.0,86.0,6.6
7.02,white,9.6,0.32,0.9948,3.3,1.6,124.0,6.8
6.17,white,10.0,0.2,0.99378,3.21,2.2,134.0,5.6
6.87,red,9.5,0.12,0.996,3.39,1.6,21.0,7.4
7.72,white,12.4,0.36,0.99272,3.14,8.2,111.0,7.3
8.67,white,11.4,0.42,0.99103,3.32,1.0,71.0,7.0
6.74,red,9.9,0.0,0.9972,3.47,1.8,34.0,7.1
7.53,white,12.2,0.3,0.99142,3.23,4.6,154.0,6.6
8.8,red,12.7,0.19,0.9956,3.56,3.2,39.0,6.3
8.14,white,13.5,0.3,0.98894,3.22,2.2,107.0,6.5
5.51,white,9.1,0.38,0.99572,3.17,7.9,208.0,6.2
8.38,white,11.2,0.47,0.9922,3.56,4.5,112.0,5.6
8.26,white,11.4,0.4,0.993,3.23,1.6,133.0,6.8
6.62,red,9.5,0.06,0.99746,3.51,2.7,85.0,7.2
7.09,white,10.7,0.16,0.9917,3.48,1.5,97.0,5.0
5.7,white,9.4,0.3,0.99519,3.18,7.3,159.0,6.0
6.83,white,10.7,0.32,0.99332,3.12,7.6,107.0,6.8
7.26,red,11.3,0.0,0.99538,3.44,2.7,33.0,6.8
5.89,white,9.5,0.3,0.9958,3.24,7.8,202.0,6.6
4.86,white,9.0,0.28,0.99792,2.96,14.7,149.0,7.0
7.1,white,10.1,0.28,0.9927,3.33,1.2,140.0,6.7
6.64,white,10.5,0.4,0.99532,2.98,9.85,103.0,6.8
6.59,red,9.5,0.22,0.99688,3.24,2.3,81.0,8.0
7.98,white,10.8,0.37,0.992,3.3,1.5,93.0,6.8
6.39,white,9.4,0.44,0.99584,3.2,8.2,183.0,6.8
7.76,red,12.2,0.03,0.9963,3.52,7.8,12.0,6.6
5.91,white,10.2,0.31,0.99546,3.02,12.9,161.0,6.4
6.87,red,10.8,0.01,0.99522,3.34,2.4,39.0,6.9
7.7,white,12.2,0.35,0.992,3.11,5.3,117.0,7.7
7.57,white,10.5,0.29,0.9929,3.48,1.6,127.0,6.4
6.25,white,9.8,0.23,0.99382,3.11,2.0,134.0,7.7
8.15,red,10.5,0.19,0.99655,3.49,1.8,34.0,7.4
6.71,white,11.3,0.28,0.9935,3.08,7.2,132.0,7.2
9.5,white,11.2,0.74,0.9926,3.35,1.5,122.0,7.0
7.65,white,11.4,0.33,0.98946,3.35,1.1,113.0,5.1
6.6,white,9.8,0.31,0.99434,3.23,2.1,208.0,7.8
7.32,white,10.6,0.28,0.9948,3.59,5.7,189.5,6.0
6.47,white,8.9,0.38,1.0004,3.34,11.8,170.0,8.4
6.91,white,9.2,0.74,0.9956,3.21,7.8,209.0,6.4
7.0,white,11.5,0.26,0.99188,3.38,6.8,120.0,5.1
6.91,white,12.2,0.22,0.99076,2.97,4.5,73.0,7.2
7.93,white,10.5,0.36,0.9944,3.42,2.1,172.0,7.6
6.5,white,9.4,0.35,0.9984,3.36,11.1,198.0,6.3
8.49,white,11.5,0.37,0.99244,3.2,1.2,93.0,8.9
7.95,red,13.0,0.08,0.99286,3.22,2.6,7.0,8.0
7.12,red,9.0,0.24,0.9991,3.32,2.5,15.0,8.7
6.32,white,9.2,0.65,0.9964,3.0,8.3,182.0,7.2
8.73,white,10.7,0.37,0.9936,3.54,1.5,75.0,7.5
7.04,white,11.9,0.27,0.99088,2.97,1.7,122.0,7.9
7.61,white,11.4,0.25,0.9915,3.27,1.3,123.0,7.1
6.73,white,10.6,0.45,0.9927,3.01,4.6,158.0,7.5
7.97,red,11.4,0.04,0.9942,3.72,1.7,13.0,5.6
6.99,red,10.9,0.04,0.9962,3.21,2.2,56.0,8.8
6.78,white,9.9,0.22,0.9934,3.41,1.5,157.0,6.4
8.17,white,11.0,0.38,0.9918,3.21,1.0,74.0,7.2
5.88,white,9.3,0.29,0.9986,3.25,12.7,209.0,7.5
4.99,white,9.0,0.28,0.99971,2.94,17.55,154.0,7.2
7.34,red,9.4,0.32,0.9984,3.32,2.8,122.0,9.0
6.98,white,11.2,0.29,0.99067,3.23,3.0,102.0,5.5
9.07,red,11.4,0.5,0.996,3.1,2.3,19.0,10.4
6.18,white,9.2,0.47,0.99822,3.04,13.3,116.0,7.6
5.26,white,9.0,0.36,0.9976,3.01,13.2,178.0,7.4
6.95,white,11.3,0.33,0.99107,3.16,4.2,133.0,5.8
9.71,red,12.0,0.47,0.99638,3.23,2.2,23.0,10.5
5.28,white,9.2,0.04,0.9934,3.26,1.2,108.0,6.2
6.66,white,11.5,0.28,0.99238,2.94,7.25,78.0,7.4
9.26,red,10.9,0.39,0.99652,3.47,1.5,55.0,9.3
6.31,red,9.2,0.2,1.0015,3.16,11.0,50.0,10.0
5.42,white,9.4,0.22,0.99676,3.1,12.3,146.0,6.6
6.47,red,9.4,0.18,0.99915,3.38,7.0,94.0,7.5
7.56,red,9.1,0.61,0.997,3.16,2.0,95.0,8.4
6.35,red,9.2,0.21,0.99823,3.19,2.5,88.0,8.8
6.28,white,9.5,0.27,0.9934,3.22,1.4,152.0,6.6
8.05,red,11.9,0.1,0.99362,3.57,2.6,27.0,6.1
8.78,red,10.5,0.46,0.99647,3.32,2.2,20.0,7.4
7.95,white,11.0,0.42,0.9908,3.18,1.0,113.0,6.4
8.01,white,11.5,0.34,0.99108,3.33,1.4,133.0,6.5
4.98,white,9.0,0.28,0.99792,2.96,14.7,149.0,7.0
6.34,white,9.4,0.3,0.99825,3.37,13.0,143.0,6.6
7.59,red,10.0,0.24,0.99576,3.43,2.0,48.0,7.3
8.69,white,11.8,0.42,0.9922,3.3,1.9,87.0,7.7
6.37,red,9.4,0.0,0.9972,3.47,1.9,35.0,7.1
8.66,red,11.1,0.42,0.99566,3.14,2.0,20.0,10.2
7.84,red,10.4,0.17,0.99634,3.49,1.8,51.0,7.1
5.96,red,9.3,0.17,0.998,3.09,2.9,119.0,8.6
5.52,white,9.1,0.26,0.9964,3.26,8.6,206.0,7.4
8.06,white,12.0,0.49,0.9935,3.04,7.8,95.0,8.4
9.42,red,12.3,0.42,0.99506,3.27,2.3,9.0,8.2
7.85,white,9.8,0.49,0.9931,3.32,1.4,74.0,6.2
7.52,white,10.2,0.46,0.9966,3.02,1.4,185.0,9.9
5.5,white,8.8,0.53,0.9955,3.03,6.6,234.0,6.4
7.4,white,10.8,0.31,0.9939,3.26,6.0,108.0,7.0
5.94,white,9.5,0.27,0.9953,3.27,5.6,164.0,6.6
7.16,red,9.7,0.32,0.99801,3.22,2.5,122.0,8.0
7.36,white,11.3,0.32,0.99182,3.24,4.2,117.0,6.3
8.65,red,9.6,0.66,0.9982,3.17,2.3,37.0,9.5
7.85,red,10.0,0.24,0.99692,3.29,1.7,21.0,9.0
9.25,red,11.6,0.4,0.99738,3.38,4.7,9.0,8.5
7.55,white,10.8,0.35,0.9927,3.25,1.3,182.0,6.9
7.54,white,12.1,0.38,0.99274,3.1,10.2,82.0,6.5
6.98,white,9.6,0.32,0.9948,3.29,1.6,150.0,7.9
8.77,red,9.5,0.63,1.0004,3.16,2.3,18.0,12.3
5.37,white,9.0,0.3,0.9984,3.08,13.0,193.0,6.8
6.22,white,9.4,0.48,0.99628,3.04,8.8,167.0,6.7
7.93,white,12.6,0.31,0.99035,3.24,3.9,96.0,6.6
4.42,white,8.8,0.24,0.99837,2.97,13.8,112.0,5.7
6.25,red,10.0,0.07,0.99502,3.12,1.7,48.0,7.4
9.78,red,11.5,0.58,1.0008,3.16,3.0,99.0,12.4
6.11,white,9.2,0.25,0.9919,3.22,0.7,89.0,5.1
7.68,white,11.3,0.35,0.9914,3.06,1.2,106.0,7.6
6.08,white,9.4,0.33,0.9968,3.2,10.1,152.0,6.9
6.05,white,9.5,0.35,0.997,3.09,9.2,186.0,8.0
7.77,white,10.7,0.26,0.99256,3.39,1.4,89.0,7.0
7.06,white,10.7,0.28,0.9916,3.1,1.3,90.0,6.6
7.34,white,10.8,0.3,0.99178,3.13,1.3,122.0,8.4
7.56,red,9.4,0.36,0.9976,3.34,2.3,48.0,8.0
7.48,white,10.2,0.31,0.9939,3.34,1.4,135.0,7.2
7.09,white,9.7,0.41,0.9947,3.18,4.3,99.0,8.5
7.2,red,9.5,0.24,0.99764,3.34,2.0,86.0,8.2
7.54,white,10.5,0.4,0.9932,3.14,2.0,92.0,7.3
6.05,white,9.0,0.35,0.9994,3.24,17.5,153.0,6.8
7.09,white,10.1,0.24,0.9942,3.37,1.7,124.0,6.6
6.4,white,9.6,0.33,0.9942,3.28,4.6,131.0,7.1
8.0,white,12.4,0.32,0.98946,3.23,1.6,95.0,5.8
6.95,white,10.7,0.27,0.9947,3.4,10.6,119.0,5.6
6.66,red,9.8,0.03,0.99745,3.53,2.2,88.0,7.2
6.01,red,9.1,0.2,0.9972,3.16,1.5,119.0,8.3
7.61,white,11.9,0.34,0.99,3.06,1.4,107.0,7.0
8.46,red,10.4,0.5,0.99783,3.1,2.0,50.0,11.2
6.88,white,12.2,0.21,0.9889,2.97,1.1,111.0,6.2
8.54,red,10.4,0.46,0.99628,3.1,1.9,9.0,10.2
8.09,white,11.1,0.49,0.992,3.15,1.1,156.0,7.4
8.14,white,10.7,0.41,0.9934,3.45,2.0,152.0,7.9
5.7,white,9.5,0.17,0.9956,3.09,8.2,60.0,8.0
9.16,red,10.5,0.44,0.9975,3.53,2.8,43.0,8.2
6.27,red,9.7,0.0,0.99701,3.4,1.9,39.0,6.8
6.49,red,9.4,0.22,0.9963,3.1,2.3,42.0,8.7
9.45,red,11.4,0.49,0.9994,3.14,2.8,19.0,12.7
7.55,red,11.2,0.13,0.9944,3.24,2.1,36.0,7.8
9.35,red,11.6,0.31,1.0002,3.48,3.0,81.0,8.7
6.99,red,9.55,0.1,0.99745,3.31,1.6,12.0,8.6
9.58,red,10.5,0.58,0.998,3.31,2.1,19.0,11.0
5.48,white,9.2,0.36,0.9958,3.08,8.1,180.0,6.6
8.0,white,11.45,0.34,0.99097,3.44,1.0,184.0,6.0
5.86,white,9.2,0.37,0.9995,3.03,16.95,190.0,7.4
5.73,white,9.7,0.25,0.9975,3.12,14.3,149.0,6.7
8.68,red,11.4,0.41,0.99492,3.34,2.4,60.0,7.5
5.25,white,9.0,0.27,0.99672,3.08,10.7,103.0,6.6
6.97,red,9.1,0.34,0.99554,3.12,1.4,10.0,8.9
5.06,white,9.0,0.23,0.99458,3.13,5.0,106.0,5.8
6.2,red,9.4,0.06,0.9964,3.3,1.6,59.0,7.9
5.87,red,9.0,0.03,0.9956,3.37,1.6,42.0,7.3
6.67,white,10.5,0.32,0.9972,3.22,16.4,153.0,6.9
5.54,white,8.7,0.33,0.9965,3.28,8.0,131.0,6.5
7.88,red,9.1,0.68,0.99656,3.09,1.7,32.0,7.8
7.38,white,9.7,0.7,0.998,3.06,13.1,197.0,8.4
7.62,white,11.4,0.3,0.9917,3.19,2.0,128.0,7.1
9.21,red,11.8,0.36,0.99562,3.4,2.6,39.0,8.9
5.99,white,9.2,0.48,0.9982,3.04,13.3,196.0,7.3
6.78,red,9.5,0.11,0.99888,3.31,2.8,44.0,9.1
6.89,white,11.6,0.28,0.9948,3.1,13.8,137.0,6.9
8.08,white,11.8,0.38,0.991,3.42,4.75,94.0,5.8
8.19,white,11.6,0.36,0.9912,3.29,1.7,101.0,6.6
7.44,white,11.7,0.33,0.9904,3.07,1.2,98.0,6.9
6.93,white,11.8,0.29,0.98938,3.06,2.2,100.0,6.1
9.09,red,14.0,0.24,0.9917,3.72,2.0,50.0,5.0
5.97,red,9.8,0.09,0.9964,3.15,2.2,108.0,8.4
6.68,white,10.4,0.36,0.9968,3.06,15.7,124.0,7.5
8.07,red,9.5,0.52,1.0014,3.05,3.2,53.0,13.3
5.96,white,11.0,0.29,0.99395,2.9,8.5,208.0,9.4
9.14,white,12.0,0.58,0.98984,3.51,1.25,129.0,5.6
7.28,white,11.4,0.31,0.99305,3.15,6.3,103.0,7.2
6.46,white,11.2,0.23,0.99344,3.05,6.65,158.0,8.3
7.49,white,10.4,0.37,0.99256,3.05,1.2,57.0,7.6
7.69,red,9.5,0.34,0.9998,3.38,3.0,112.0,8.9
8.86,white,12.5,0.46,0.9907,3.23,1.5,125.0,8.0
8.34,red,10.9,0.29,0.99666,3.4,2.2,49.0,7.4
8.86,white,12.6,0.4,0.9915,3.31,4.6,19.0,6.9
6.56,white,10.4,0.3,0.99581,3.21,9.3,154.0,7.3
6.28,white,9.7,0.24,0.9958,3.39,8.45,172.0,6.3
7.52,white,12.5,0.3,0.98914,2.96,1.2,95.0,7.2
6.85,white,9.7,0.4,0.9966,3.06,7.5,76.0,8.2
8.41,red,9.5,0.54,0.9988,3.25,2.7,19.0,10.4
7.78,white,11.5,0.49,0.9932,3.2,6.6,172.0,6.9
7.62,white,12.0,0.35,0.9924,3.16,6.3,126.0,7.6
6.42,white,10.0,0.36,0.9982,3.08,14.9,190.0,8.5
6.31,white,9.4,0.31,0.9942,3.12,1.5,153.0,8.3
7.21,white,11.6,0.27,0.99186,3.37,6.3,132.0,5.3
8.93,red,11.5,0.39,0.99331,3.29,1.2,11.0,7.3
7.14,white,12.2,0.16,0.98912,3.23,1.4,99.0,5.8
8.95,red,12.2,0.26,0.9953,3.71,2.3,74.0,5.2
7.99,white,11.8,0.42,0.9908,3.27,2.8,107.0,6.3
6.38,white,10.0,0.3,0.9956,3.29,6.4,251.0,6.7
6.83,white,10.7,0.27,0.99202,3.35,3.9,158.0,5.6
5.9,white,9.4,0.29,0.99702,3.17,13.9,95.0,6.6
7.19,red,9.6,0.21,0.9988,3.28,2.7,65.0,9.2
8.13,red,9.2,0.54,0.9983,3.39,2.5,57.0,8.8
7.03,white,10.8,0.18,0.99226,3.27,1.8,114.0,6.8
8.02,red,9.7,0.31,0.9982,3.52,2.3,71.0,7.6
7.75,white,10.9,0.35,0.9911,3.31,1.0,108.0,6.4
8.05,white,11.9,0.39,0.99093,3.08,1.0,154.0,7.9
7.56,red,10.9,0.26,0.9951,3.15,2.0,77.0,7.7
5.42,white,9.1,0.22,0.99675,3.2,8.9,133.0,6.6
7.97,white,12.3,0.33,0.9925,3.25,4.1,155.0,6.9
7.08,white,10.0,0.37,0.995,3.22,3.0,178.0,7.9
8.49,white,12.6,0.43,0.99014,3.23,1.6,114.0,6.7
9.49,red,11.0,0.5,1.0003,3.26,3.0,47.0,11.5
7.63,white,12.5,0.32,0.99412,3.14,14.5,79.0,6.7
8.87,red,11.3,0.22,1.001,3.43,3.4,86.0,10.1
7.16,red,10.1,0.13,0.99546,3.29,2.0,20.0,7.2
5.9,white,9.1,0.45,0.99869,3.14,14.3,181.0,6.7
7.08,white,10.1,0.29,0.99411,3.36,3.0,117.0,7.2
6.89,white,10.4,0.28,0.99347,3.24,4.4,107.0,6.9
8.52,white,12.5,0.49,0.9906,3.07,1.7,109.0,7.5
4.62,white,8.8,0.27,0.99807,2.94,13.9,155.0,7.3
5.34,white,9.0,0.39,0.9979,2.98,14.2,192.0,7.2
7.31,white,12.0,0.38,0.98956,3.06,3.2,89.0,6.2
7.59,white,10.4,0.45,0.997,3.2,10.6,124.0,9.1
9.59,red,12.2,0.4,0.99538,3.44,2.7,11.0,7.6
6.55,white,9.3,0.56,0.9981,3.11,15.4,141.0,6.6
8.24,white,11.8,0.38,0.98941,3.26,0.8,98.0,6.0
5.14,white,9.0,0.27,0.9967,3.05,10.7,154.0,6.8
6.29,white,9.4,0.37,0.99899,3.25,15.5,203.0,7.3
6.49,white,10.46666667,0.14,0.99212,3.47,1.3,168.0,4.9
7.59,white,13.7,0.13,0.9907,3.42,4.5,116.0,5.6
8.16,white,12.5,0.46,0.9906,3.04,5.0,29.0,7.2
5.44,white,9.1,0.31,0.99834,3.06,16.4,146.0,6.7
8.12,red,9.4,0.49,0.9975,3.27,1.9,25.0,9.0
6.35,red,9.9,0.05,0.9959,3.22,2.2,29.0,7.9
6.36,white,11.0,0.23,0.9924,3.15,4.2,119.0,5.9
7.97,white,11.7,0.3,0.9927,3.53,3.2,164.0,6.3
9.84,red,12.5,0.45,0.9948,3.35,1.9,16.0,8.9
9.25,white,12.2,0.74,0.9924,3.25,4.45,130.0,8.3
8.49,white,11.4,0.4,0.9917,3.46,1.5,107.0,6.3
6.63,white,10.4,0.32,0.994,3.27,8.7,102.0,5.5
7.62,white,11.7,0.28,0.99038,3.18,1.4,90.0,6.5
7.78,red,9.7,0.48,0.998,3.03,2.1,49.0,10.7
6.11,white,9.5,0.28,0.9952,3.3,4.9,180.0,6.6
6.25,white,9.2,0.28,0.99815,3.27,11.0,117.0,7.7
7.58,white,10.9,0.36,0.99184,3.25,2.4,77.0,5.9
5.95,white,11.0,0.35,0.99244,2.8,6.9,116.0,6.9
6.15,white,9.7,0.36,0.9946,3.15,4.9,185.0,6.3
7.82,red,12.3,0.03,0.9952,3.52,2.3,48.0,6.6
5.54,white,9.2,0.31,0.9986,3.1,14.5,193.0,7.4
7.06,white,10.8,0.28,0.9924,3.16,3.0,99.0,6.9
9.55,red,11.7,0.49,0.9972,3.22,2.8,32.0,10.9
9.18,red,12.8,0.32,0.9928,3.36,1.8,8.0,6.8
9.62,red,12.0,0.47,0.99585,3.23,2.0,11.0,10.0
7.52,white,12.1,0.34,0.9901,3.0,1.6,118.0,7.8
6.67,white,9.6,0.5,0.9955,3.2,8.3,202.0,6.3
6.44,white,10.1,0.2,0.9944,3.33,5.7,117.0,6.4
9.48,red,12.4,0.53,0.9934,3.37,2.2,35.0,6.4
5.95,white,8.6,0.42,1.0003,3.21,14.6,163.0,8.0
9.0,red,11.1,0.49,1.00315,2.92,4.2,23.0,15.6
7.87,red,10.9,0.0,0.9964,3.53,1.7,12.0,8.2
7.0,red,9.4,0.35,0.9976,3.23,2.9,127.0,8.2
7.11,white,10.1,0.24,0.995,3.65,2.3,189.0,5.7
7.66,white,13.0,0.33,0.9887,3.36,3.7,173.0,5.0
9.15,red,11.8,0.38,0.99543,3.39,2.3,72.0,8.8
8.22,white,11.3,0.49,0.9928,3.41,6.0,128.0,6.2
5.49,white,9.9,0.15,0.99378,3.24,7.1,134.0,5.2
7.35,red,11.2,0.07,0.99684,3.37,5.5,18.0,7.2
7.62,white,10.7,0.33,0.9951,3.39,6.7,155.0,7.7
8.85,red,10.7,0.39,0.9985,3.43,2.6,46.0,8.0
9.35,red,11.4,0.45,0.99774,3.22,2.0,13.0,10.4
6.81,white,9.7,0.34,0.9946,3.13,1.4,171.0,8.9
8.4,red,12.5,0.0,0.99258,4.01,1.2,46.0,5.0
7.01,red,10.0,0.24,0.9959,3.26,2.5,45.0,6.9
8.29,red,13.3,0.12,0.99252,3.3,2.1,24.0,7.1
8.23,red,11.2,0.22,0.99438,3.4,1.8,24.0,6.8
4.95,white,9.2,0.05,0.9932,3.21,1.5,120.0,6.0
8.65,red,11.0,0.41,0.99396,3.29,1.5,35.0,7.9
8.17,red,11.0,0.27,0.9964,3.39,2.6,78.0,7.2
7.01,red,10.4,0.02,0.99589,3.37,1.7,31.0,7.6
7.7,white,11.1,0.39,0.99166,3.18,1.5,106.0,7.2
7.17,white,10.4,0.44,0.9981,3.15,10.7,195.0,8.4
7.72,red,9.7,0.43,0.99708,3.33,2.6,82.0,7.4
6.97,red,10.1,0.13,0.99546,3.29,2.0,20.0,7.2
5.96,white,9.3,0.25,0.99428,3.18,3.3,124.0,6.9
7.86,white,13.6,0.3,0.99021,3.17,6.2,139.0,7.1
5.88,white,9.4,0.21,0.9927,3.12,1.0,148.0,6.9
6.09,white,9.7,0.23,0.99836,3.16,12.7,139.0,7.6
5.24,white,8.6,0.49,1.0024,2.98,23.5,235.0,6.9
8.05,white,12.4,0.26,0.98998,3.32,1.4,104.0,6.0
5.95,red,9.2,0.2,0.99892,3.2,8.1,92.0,7.5
8.14,red,10.5,0.42,0.9973,3.42,5.5,128.0,7.1
6.11,white,9.1,0.3,0.9954,3.15,1.4,176.0,9.4
8.19,red,14.0,0.0,0.9916,3.68,1.8,63.0,5.2
7.13,white,10.4,0.29,0.99232,3.23,2.0,96.0,6.8
8.71,white,10.3,0.34,0.9959,3.81,1.8,104.0,6.4
6.92,white,13.1,0.1,0.98816,3.48,2.8,111.0,4.4
